Store Number,Convenience,Shopping,Specialty,Unsought,Other,Percentage Investment
27171,24446,568,15499,8379,22039,5.3
27171,76895,933,56007,19955,68323,5.3
27171,3624,387,353,2884,3693,5.3
27171,8140,2249,3585,2306,8143,5.3
27101,4667,167,3331,1169,5389,9.3
27101,9306,343,6783,2180,9369,9.3
27105,2188,126,1639,423,2221,11.6
27105,44728,2997,35395,6336,47033,11.6
27105,7085,287,5140,1658,6815,11.6
27105,959,0,0,959,959,11.6
27105,3445,224,2565,656,3393,11.6
27107,6984,299,5110,1575,10901,12.1
27107,3694,161,2775,758,3921,12.1
27107,4335,197,3279,859,4194,12.1
27109,23144,385,16499,6260,38684,8.6
27109,13351,573,9699,3079,17648,8.6
27109,229709,11570,161038,57101,235072,8.6
27109,23917,614,17473,5830,40908,8.6
27109,2213,1054,568,591,3059,8.6
27109,6356,2239,2074,2043,6096,8.6
27109,11200,311,7566,3323,10721,8.6
27111,6124,238,3693,2193,5391,10.5
27111,32965,944,22733,9288,29059,10.5
27111,5232,223,3815,1194,5078,10.5
27111,8569,326,6769,1474,8356,10.5
27111,7212,349,5306,1557,7225,10.5
27111,12902,679,7852,4371,22883,10.5
27111,18359,722,12486,5151,18878,10.5
27111,6896,248,5318,1330,9111,10.5
27111,4425,1440,1218,1767,5932,10.5
27111,41080,608,243,40229,42186,10.5
27113,3192,125,2584,483,3383,9.8
27113,26198,1356,17886,6956,25954,9.8
27113,57780,931,615,56234,62477,9.8
27115,13438,839,9468,3131,12572,12.2
27115,22072,816,16914,4342,22639,12.2
27115,5726,352,4342,1032,5541,12.2
27115,11208,643,7681,2884,11081,12.2
27117,5253,255,4220,778,5504,10.9
27117,15831,892,11094,3845,15100,10.9
27119,2911,165,2261,485,2606,14.5
27119,17416,1005,12198,4213,17929,14.5
27119,19675,638,16088,2949,22372,14.5
27119,5800,229,4626,945,6222,14.5
27119,3715,98,2634,983,3275,14.5
27119,8508,355,6593,1560,12470,14.5
27119,6131,258,4142,1731,7113,14.5
27119,2673,1289,1,1383,2696,14.5
27121,18298,751,12356,5191,21252,9.1
27125,5190,157,3875,1158,6762,9.8
27125,5913,222,4121,1570,5690,9.8
27125,743,179,45,519,1214,9.8
27127,904,81,454,369,890,9.1
27127,5552,201,3576,1775,10665,9.1
27127,6803,354,4876,1573,10642,9.1
27127,14842,1079,10173,3590,16300,9.1
27127,5808,282,4004,1522,5073,9.1
27129,8994,662,6252,2080,8309,9.9
27129,6763,287,4931,1545,6851,9.9
27129,7765,408,5023,2334,11574,9.9
27131,57630,3423,41690,12517,60809,9.7
27131,58023,2003,35930,20090,52984,9.7
27133,5187,160,3401,1626,4264,9.4
27133,15098,674,11103,3321,14511,9.4
27135,3502,134,2813,555,3547,7.8
27135,14426,633,10574,3219,13929,7.8
27135,14119,741,9624,3754,13203,7.8
27135,5742,180,4849,713,5902,7.8
27137,11570,565,7167,3838,10833,14.7
27137,135813,11523,83801,40489,128969,14.7
27137,9391,337,5289,3765,8848,14.7
27137,4144,206,2558,1380,4164,14.7
27137,24355,697,17139,6519,54095,14.7
27137,31728,1670,22362,7696,30268,14.7
27137,10519,657,5829,4033,9979,14.7
27137,22237,828,15740,5669,21749,14.7
27137,29593,1085,15669,12839,28777,14.7
27137,15662,585,9361,5716,12993,14.7
27137,35573,2215,20767,12591,33510,14.7
27137,14438,580,8732,5126,12907,14.7
27137,6776,1653,2055,3068,7544,14.7
27137,3529,31,1295,2203,8517,14.7
27137,0,0,0,0,1343,14.7
27137,2623,969,1450,204,2590,14.7
27139,20894,650,13672,6572,19434,5.5
27139,23610,817,15506,7287,37587,5.5
27139,49275,1062,34045,14168,56501,5.5
27139,104319,2201,66545,35573,96623,5.5
27139,104001,3859,72134,28008,115563,5.5
27139,18257,682,11339,6236,16799,5.5
27141,33796,668,22996,10132,32665,6.3
27141,40255,844,29293,10118,36367,6.3
27141,178080,5190,120580,52310,199439,6.3
27143,10463,382,7681,2400,11264,9.1
27143,17620,622,11020,5978,22149,9.1
27145,21031,526,15272,5233,22456,11.7
27145,11805,372,8880,2553,11001,11.7
27145,8643,311,5997,2335,8792,11.7
27145,16965,678,13147,3140,16730,11.7
27145,11655,445,8288,2922,11485,11.7
27145,151948,9546,108544,33858,179618,11.7
27145,44069,961,32953,10155,42248,11.7
27145,13180,576,9162,3442,12015,11.7
27145,8129,546,5781,1802,8087,11.7
27145,1788,0,0,1788,3476,11.7
27145,8936,0,1265,7671,8020,11.7
27145,3743,1364,832,1547,3692,11.7
27145,6197,1707,2401,2089,6404,11.7
27145,26318,883,18014,7421,25041,11.7
27147,9261,380,6525,2356,9220,9.1
27147,10233,437,7472,2324,8972,9.1
27147,63723,3185,48379,12159,65055,9.1
27149,4099,79,3024,996,3945,11.1
27149,14360,333,9295,4732,14966,11.1
27149,1610,802,64,744,1552,11.1
27149,2572,48,1582,942,2538,11.1
27151,11354,555,8219,2580,11132,10.2
27151,8852,403,6148,2301,9725,10.2
27153,5831,411,4510,910,6259,12.5
27153,5349,352,4128,869,5451,12.5
27153,16051,1111,11947,2993,16325,12.5
27153,13640,1025,9176,3439,16964,12.5
27153,3099,249,2218,632,3557,12.5
27153,2209,788,0,1421,19045,12.5
27153,10287,2227,2835,5225,9654,12.5
27155,1700,107,1281,312,1737,12.7
27155,5832,186,4322,1324,7423,12.7
27159,11316,492,9298,1526,10517,14.6
27159,6635,347,5495,793,6169,14.6
27159,13004,885,9834,2285,13402,14.6
27159,6043,381,4929,733,6495,14.6
27161,9427,476,5589,3362,8378,9.3
27161,10684,568,7851,2265,10428,9.3
27161,25326,978,18312,6036,24281,9.3
27165,3254,162,2552,540,3354,11.3
27165,7940,350,5431,2159,7495,11.3
27165,13670,938,9711,3021,17143,11.3
27167,9242,452,6155,2635,14565,8.9
27167,2716,101,1733,882,2443,8.9
27167,4495,122,2521,1852,7702,8.9
27169,9090,376,6773,1941,8817,11.5
27169,11321,550,8476,2295,11319,11.5
27169,49385,2305,30016,17064,48297,11.5
27169,8879,2486,3256,3137,8534,11.5
27173,6923,362,4986,1575,10338,9.9
27173,11695,985,7846,2864,12118,9.9
27173,2589,373,0,2216,2725,9.9
28101,9778,1848,5181,2749,9276,21.7
28101,8480,1420,5534,1526,8239,21.7
28103,18770,3484,9615,5671,17368,31.6
28105,62657,9256,24923,28478,53794,28.3
28107,16354,3721,8541,4092,15668,22.7
28107,42893,6232,22536,14125,48874,22.7
28109,37153,8987,18182,9984,36199,18.6
28109,18824,2281,10171,6372,18553,18.6
28109,26255,3284,15689,7282,26029,18.6
28111,5947,775,3803,1369,5977,21.4
28113,28262,5997,13781,8484,28150,30.1
28113,17705,3347,8836,5522,15697,30.1
28113,20357,2518,13266,4573,19241,30.1
28115,19374,2328,12175,4871,19346,18.4
28115,29291,3718,20016,5557,28034,18.4
28117,22079,3324,14037,4718,21137,24.2
28121,38141,4155,19084,14902,35178,9.5
28121,177071,14699,86230,76142,176174,9.5
28123,15189,2590,7489,5110,14835,22.6
28123,31984,5795,21661,4528,32154,22.6
28125,10931,3016,4503,3412,10258,35
28129,24677,3307,14259,7111,24608,18.9
28131,23458,3212,13322,6924,23265,20.3
28133,42906,11141,20869,10896,39998,35.1
28135,11036,1775,6819,2442,10803,37.2
28135,9790,1840,4250,3700,9922,37.2
28137,16684,1699,9886,5099,15327,17.2
28137,25276,3623,15203,6450,21493,17.2
28139,10997,1528,7363,2106,11413,24.8
28139,25180,3721,16145,5314,24746,24.8
28141,29734,4097,17131,8506,28000,17.6
28143,27915,4164,10095,13656,24446,31.3
28145,21344,2773,12101,6470,19938,13.1
28147,20243,3934,11267,5042,18503,24.1
28149,82947,11586,37996,33365,83246,24.1
28151,49449,10579,27381,11489,48929,34.2
28151,7707,1984,3884,1839,8067,34.2
28151,9403,2126,4615,2662,9687,34.2
28151,18758,3383,8393,6982,18289,34.2
28153,37412,6126,17518,13768,34186,25.3
28155,16794,2246,10432,4116,16350,20.7
28159,26962,4546,14752,7664,27288,23
28161,6308,1413,3226,1669,6178,22.9
28161,9959,1453,6625,1881,9566,22.9
28163,20887,5040,12920,2927,18884,34.8
28163,18776,2745,7879,8152,19684,34.8
29225,24932,2631,10911,11390,23739,16.7
29225,5845,824,3300,1721,8638,16.7
29225,26785,2592,15437,8756,25084,16.7
29225,2739,340,1629,770,3007,16.7
29225,7518,1707,3919,1892,7250,16.7
29203,11355,1612,6130,3613,10523,26.4
29203,3104,403,1604,1097,3009,26.4
29203,5137,1215,2749,1173,5051,26.4
29101,6281,629,3090,2562,7166,14.4
29101,1906,218,979,709,1775,14.4
29101,13495,834,6603,6058,13088,14.4
29101,3080,189,1407,1484,2765,14.4
29101,16669,6595,6519,3555,15005,14.4
29101,4099,322,2178,1599,3903,14.4
29101,37358,2778,15950,18630,43060,14.4
29103,5704,615,1950,3139,5546,18.9
29105,7011,684,4178,2149,7126,15.7
29105,1172,114,655,403,1111,15.7
29105,5279,546,3319,1414,5159,15.7
29105,46562,4371,23269,18922,60547,15.7
29107,4901,362,2352,2187,4602,12.7
29107,4720,350,1682,2688,4463,12.7
29107,10849,847,5217,4785,10208,12.7
29107,12433,1373,5571,5489,11985,12.7
29107,21726,1585,10542,9599,19841,12.7
29107,4548,320,2316,1912,4163,12.7
29109,20530,2566,11582,6382,17509,14.9
29109,6502,630,3668,2204,6086,14.9
29109,5851,571,2807,2473,5337,14.9
29109,13776,1362,7110,5304,13495,14.9
29109,6870,677,3994,2199,6500,14.9
29109,4676,506,2692,1478,4346,14.9
29111,5731,499,2971,2261,5375,16.9
29111,9373,702,4736,3935,8505,16.9
29113,8359,801,4599,2959,8147,11.2
29113,4024,284,1908,1832,4967,11.2
29113,69357,5030,36220,28107,76538,11.2
29113,15739,1294,8852,5593,14698,11.2
29115,11078,1143,5606,4329,11370,16.1
29115,2098,172,1147,779,2071,16.1
29115,2799,215,1497,1087,2664,16.1
29115,2729,140,1342,1247,2571,16.1
29115,6876,535,3093,3248,8521,16.1
29117,21239,2000,9439,9800,20432,17.6
29117,2202,191,1158,853,2042,17.6
29117,1134,88,638,408,1124,17.6
29119,43744,7970,24426,11348,41648,21.4
29121,2211,213,1126,872,2215,16.3
29121,2165,194,1135,836,2071,16.3
29121,1065,161,532,372,972,16.3
29121,4140,454,2128,1558,3982,16.3
29121,1708,135,881,692,1639,16.3
29121,13619,1121,6635,5863,13103,16.3
29123,1977,278,1061,638,1875,18
29123,18041,2713,9657,5671,16879,18
29125,7616,624,3669,3323,7296,15.2
29125,4908,377,2164,2367,4455,15.2
29127,38282,3611,18551,16120,34340,14.5
29127,2347,124,1311,912,2489,14.5
29127,12353,827,4861,6665,11234,14.5
29129,2836,435,1283,1118,2882,13.6
29129,5081,318,2059,2704,4525,13.6
29131,19938,2782,8628,8528,23085,16.3
29131,6854,705,3905,2244,6659,16.3
29131,2640,154,1448,1038,2398,16.3
29131,22582,1854,5790,14938,23976,16.3
29131,2619,238,1648,733,2468,16.3
29133,9379,1852,4245,3282,9607,28.4
29133,10824,1021,6293,3510,11017,28.4
29135,12963,974,6504,5485,12129,11.6
29135,1350,106,791,453,1103,11.6
29135,2621,166,1242,1213,2377,11.6
29135,1147,98,534,515,1148,11.6
29135,986,96,497,393,865,11.6
29135,6440,569,2802,3069,6925,11.6
29137,847,62,417,368,848,15.4
29137,743,107,365,271,798,15.4
29137,8066,508,3200,4358,7633,15.4
29137,4680,320,1834,2526,4352,15.4
29137,2406,245,1276,885,2169,15.4
29139,14050,1345,5166,7539,14916,15.6
29139,4431,353,2131,1947,3611,15.6
29141,6886,925,2742,3219,6301,19.6
29141,16246,3099,4006,9141,15875,19.6
29143,3039,437,1655,947,2958,25
29143,17629,2853,5612,9164,19117,25
29143,2109,172,1264,673,2258,25
29143,7035,864,3485,2686,8020,25
29145,9442,1522,4583,3337,9900,14.3
29145,13637,1437,8081,4119,14220,14.3
29145,45688,4907,24747,16034,47582,14.3
29145,14319,1421,8125,4773,16331,14.3
29145,1648,250,972,426,1740,14.3
29147,3237,395,1575,1267,3737,17
29147,3076,220,1250,1606,2900,17
29147,2869,186,1611,1072,2812,17
29147,2374,110,1173,1091,2101,17
29147,19404,1209,5658,12537,22684,17
29147,2872,204,1509,1159,3398,17
29147,2539,144,1459,936,2472,17
29149,7020,1082,3849,2089,6928,24.9
29149,2316,279,1090,947,2286,24.9
29149,3024,311,1280,1433,2864,24.9
29149,6585,737,3768,2080,5979,24.9
29151,2808,237,1544,1027,2605,8.6
29151,6481,381,2863,3237,12460,8.6
29151,8250,532,3414,4304,7514,8.6
29153,3936,465,2198,1273,5414,25.3
29153,3602,487,1809,1306,3578,25.3
29153,6028,810,3075,2143,5863,25.3
29153,2096,215,861,1020,2174,25.3
29153,891,103,463,325,811,25.3
29155,10342,1559,5401,3382,12538,30.9
29155,2354,136,1412,806,2566,30.9
29155,2471,206,1413,852,2351,30.9
29155,7215,1110,4189,1916,7170,30.9
29155,3163,351,1928,884,3037,30.9
29155,2097,107,1322,668,1914,30.9
29155,6521,677,3679,2165,6163,30.9
29155,4838,971,537,3330,4887,30.9
29157,1525,234,583,708,1755,10.3
29157,23282,1989,9089,12204,22650,10.3
29159,3606,347,1841,1418,3746,15.2
29159,3716,281,1925,1510,3511,15.2
29159,3582,319,2114,1149,3927,15.2
29159,2616,188,716,1712,2558,15.2
29159,49422,5447,25478,18497,45687,15.2
29159,5938,522,3006,2410,5584,15.2
29161,4332,385,2522,1425,4010,19.6
29161,42446,3463,19999,18984,39851,19.6
29161,19216,2234,10599,6383,18366,19.6
29161,2476,221,1469,786,2585,19.6
29163,892,70,254,568,832,18
29163,12813,1074,5646,6093,11668,18
29163,7410,800,3192,3418,7062,18
29163,6931,643,2267,4021,7050,18
29165,7836,422,3668,3746,6590,6.1
29165,155333,5465,57240,92628,146985,6.1
29165,54643,2150,20966,31527,47368,6.1
29165,11681,289,3308,8084,16501,6.1
29167,27604,2838,15369,9397,30031,16.8
29167,6922,592,2980,3350,6923,16.8
29167,2842,322,1468,1052,2734,16.8
29167,3835,596,2190,1049,3804,16.8
29167,5488,580,2927,1981,5470,16.8
29167,8553,927,5051,2575,7903,16.8
29169,6150,681,3374,2095,5269,14.2
29169,9197,824,5629,2744,8938,14.2
29169,7626,1182,4720,1724,7259,14.2
29169,5690,695,3343,1652,5467,14.2
29169,932,88,597,247,762,14.2
29169,78072,26741,35118,16213,68564,14.2
29171,7726,751,3387,3588,7529,17.5
29173,7397,772,3054,3571,13054,10.9
29175,2626,192,1473,961,2357,16.1
29175,8768,609,2190,5969,8722,16.1
29175,26443,2564,11848,12031,25305,16.1
29175,4090,290,2058,1742,3978,16.1
29175,2372,187,1296,889,1760,16.1
29177,2854,180,1664,1010,2809,11
29177,11322,515,6186,4621,11078,11
29177,4523,208,2712,1603,4742,11
29177,15962,1160,7886,6916,14791,11
29179,3264,342,970,1952,3213,22.1
29179,1072,172,488,412,1039,22.1
29179,5338,706,2571,2061,5133,22.1
29179,5213,885,1997,2331,4984,22.1
29181,3647,457,2358,832,3097,27.7
29181,17268,3954,8325,4989,16656,27.7
29181,1420,184,867,369,1311,27.7
29181,2086,511,998,577,1999,27.7
29183,214021,8318,92567,113136,222960,5.2
29183,81562,4961,25221,51380,73188,5.2
29183,219189,8479,80107,130603,219304,5.2
29183,197060,6148,92122,98790,177302,5.2
29183,25404,1604,8063,15737,30667,5.2
29185,3774,379,1826,1569,3641,20.7
29185,4066,515,1821,1730,4165,20.7
29185,4960,636,2419,1905,4605,20.7
29185,904,96,460,348,747,20.7
29187,5712,767,3081,1864,5558,16.3
29187,31815,3175,16883,11757,32075,16.3
29187,41199,5449,17988,17762,50463,16.3
29187,21766,2972,12091,6703,23454,16.3
29187,10539,1535,5811,3193,12837,16.3
29189,30018,1255,7921,20842,28670,9.2
29189,18180,1158,8254,8768,21601,9.2
29189,55550,1639,10800,43111,53767,9.2
29189,285508,4881,76387,204240,280557,9.2
29189,127105,13402,57047,56656,131958,9.2
29189,21499,1565,9426,10508,18352,9.2
29189,208079,14605,89472,104002,215738,9.2
29189,29372,4563,17046,7763,29475,9.2
29189,84245,1477,18750,64018,78998,9.2
29189,69140,612,15265,53263,65668,9.2
29189,22800,1067,5024,16709,19483,9.2
29189,53475,6935,29188,17352,48925,9.2
29189,253812,5892,55159,192761,252085,9.2
29189,88620,3663,22557,62400,88875,9.2
29189,71255,5985,32231,33039,69144,9.2
29189,62900,9545,38499,14856,64079,9.2
29189,78101,1327,18033,58741,87548,9.2
29189,107680,3622,34496,69562,93956,9.2
29189,48435,2859,15271,30305,50923,9.2
29189,13738,766,2996,9976,13231,9.2
29189,62800,2066,16637,44097,58652,9.2
29189,424059,43482,141323,239254,397426,9.2
29510,387781,65764,106667,215350,378328,24.3
29186,24630,1679,6440,16511,27257,11.7
29195,627,49,381,197,566,15.9
29195,1648,95,811,742,1590,15.9
29195,24776,2705,12184,9887,23651,15.9
29195,1054,70,520,464,1036,15.9
29195,799,46,352,401,813,15.9
29195,921,56,364,501,897,15.9
29195,3953,397,1776,1780,3671,15.9
29195,4849,476,2166,2207,4556,15.9
29197,6405,706,3138,2561,8701,19.8
29199,6797,717,2858,3222,6391,16.1
29201,6117,552,3634,1931,5552,18.4
29201,7836,745,3953,3138,7703,18.4
29201,1549,122,643,784,1680,18.4
29201,3969,535,2370,1064,4225,18.4
29201,3277,230,1801,1246,3126,18.4
29201,9275,1053,5016,3206,8817,18.4
29201,34018,4730,16496,12792,32064,18.4
29205,8053,789,3293,3971,7256,16.6
29205,4009,240,1884,1885,3604,16.6
29207,5086,1335,2030,1721,5691,19.1
29207,2708,247,1269,1192,2698,19.1
29207,4889,567,2497,1825,5076,19.1
29207,6280,662,3365,2253,6070,19.1
29207,19530,1827,9459,8244,19079,19.1
29207,3818,350,2056,1412,3765,19.1
29207,7461,708,4316,2437,7145,19.1
29209,9255,1083,3647,4525,8630,12.9
29209,6431,762,3785,1884,7212,12.9
29209,5533,739,2999,1795,6462,12.9
29209,2709,260,1681,768,2752,12.9
29209,24246,2343,7681,14222,35040,12.9
29211,1609,135,741,733,1608,17
29211,3525,247,1879,1399,3289,17
29211,7275,851,4000,2424,6724,17
29213,862,75,399,388,731,17
29213,2635,255,1179,1201,2567,17
29213,53244,4835,20126,28283,50693,17
29213,11626,1363,5756,4507,11135,17
29213,18212,1699,7281,9232,19223,17
29213,4079,326,1955,1798,3849,17
29213,2694,285,1643,766,2423,17
29215,7302,973,3961,2368,7291,29.9
29215,11150,1133,5814,4203,11420,29.9
29215,7633,920,4572,2141,7083,29.9
29215,5801,1140,2935,1726,5699,29.9
29215,2083,354,1249,480,2062,29.9
29215,1333,152,833,348,1306,29.9
29215,3797,557,2027,1213,3632,29.9
29217,2039,159,1186,694,1971,17.5
29217,24564,2863,12361,9340,23323,17.5
29217,2430,264,1193,973,2302,17.5
29217,2180,248,1232,700,2059,17.5
29219,36136,2270,19094,14772,32908,11.8
29219,20327,1334,9395,9598,17552,11.8
29221,8821,1248,4987,2586,7826,22
29221,23609,2831,14406,6372,22160,22
29221,2500,287,1486,727,2467,22
29221,4814,371,2765,1678,4395,22
29223,9668,1374,5080,3214,9949,26
29223,8164,1212,4562,2390,7543,26
29227,3710,262,1798,1650,3459,14.2
29229,6978,860,3840,2278,6443,24.2
29229,1009,99,638,272,938,24.2
29229,6851,804,3900,2147,6248,24.2
29229,14171,2060,7884,4227,12795,24.2
29229,4112,602,2244,1266,4080,24.2
30101,149,21,64,64,180,16.8
30101,3601,211,1587,1803,3560,16.8
30101,2577,170,1115,1292,2603,16.8
30101,2651,88,1476,1087,3272,16.8
30103,1539,62,673,804,1571,10.3
30105,584,30,229,325,578,12.5
30105,2324,989,725,610,2125,12.5
30105,1857,750,499,608,1631,12.5
30105,853,85,333,435,910,12.5
30105,856,30,347,479,928,12.5
30105,2165,209,980,976,1930,12.5
30105,10259,771,4411,5077,12551,12.5
30105,1224,25,544,655,1164,12.5
30107,37,0,7,30,31,19
30107,2192,10,982,1200,2054,19
30107,2086,387,555,1144,1840,19
30107,629,40,179,410,624,19
30107,444,15,206,223,458,19
30109,2613,81,1369,1163,2993,10.9
30111,1542,61,876,605,1624,8.8
30111,2244,104,1243,897,2117,8.8
30111,848,433,248,167,673,8.8
30111,4502,139,2724,1639,4114,8.8
30111,3018,139,1044,1835,4235,8.8
30111,2745,85,1579,1081,2563,8.8
30111,13159,960,6456,5743,12817,8.8
30111,634,47,327,260,649,8.8
30111,117079,10231,58200,48648,152276,8.8
30111,65285,4663,27575,33047,59112,8.8
30111,1363,154,478,731,1334,8.8
30111,1029,3,410,616,1060,8.8
30111,1516,45,769,702,1516,8.8
30111,10531,774,4607,5150,9774,8.8
30111,12653,757,6638,5258,13568,8.8
30111,6542,41,3454,3047,7127,8.8
30111,5378,378,3205,1795,5291,8.8
30111,3654,113,1853,1688,3726,8.8
30111,2081,1214,643,224,1936,8.8
30111,1166,685,377,104,1147,8.8
30111,2708,220,563,1925,2966,8.8
31179,9786,1042,433,8311,9458,12
31179,12309,509,1620,10180,11100,12
31179,4126,177,645,3304,4121,12
31179,6311,429,1168,4714,6280,12
31153,18308,943,5626,11739,19714,5.8
31153,109565,8851,50453,50261,107188,5.8
31153,47868,1081,18786,28001,59265,5.8
31153,131319,5493,54174,71652,138270,5.8
31153,14585,273,6246,8066,18954,5.8
31101,14152,874,1725,11553,13491,12.8
31101,4454,153,892,3409,4472,12.8
31101,7218,1458,1388,4372,6668,12.8
31103,2467,101,374,1992,2649,16.1
31105,7682,524,734,6424,7378,13
31107,4527,170,757,3600,4305,12.9
31107,4929,150,723,4056,5459,12.9
31107,5697,273,1028,4396,5355,12.9
31107,6008,2041,2282,1685,5379,12.9
31107,6707,3400,3094,213,5816,12.9
31107,3623,217,514,2892,3425,12.9
31109,25055,715,7613,16727,23719,12.2
31109,499940,45931,181921,272088,545311,12.2
31109,7418,292,2874,4252,6630,12.2
31109,25946,827,3496,21623,26346,12.2
31109,10082,274,1319,8489,8584,12.2
31109,12537,1441,2169,8927,11772,12.2
31111,4134,155,922,3057,3566,9.4
31111,7052,267,1802,4983,7120,9.4
31111,4147,157,1318,2672,3988,9.4
31111,47666,4023,16833,26810,47506,9.4
31111,5993,247,1607,4139,5554,9.4
31111,4352,111,841,3400,3657,9.4
31113,3755,134,947,2674,3624,10.3
31115,1926,40,271,1615,2056,16
31117,1998,29,282,1687,2132,12.2
31119,9623,1281,1087,7255,9089,14.3
31119,52856,3851,17455,31550,51216,14.3
31119,7361,186,1237,5938,6726,14.3
31119,3251,166,419,2666,3225,14.3
31119,6735,234,811,5690,5066,14.3
31121,12368,600,1640,10128,11905,10.4
31121,4729,199,1335,3195,4685,10.4
31123,6887,474,2672,3741,6209,16.5
31123,8166,438,967,6761,10058,16.5
31125,4824,224,634,3966,4854,12.5
31125,7973,218,948,6807,7898,12.5
31127,11729,672,4142,6915,11933,13.4
31127,4474,201,923,3350,3787,13.4
31127,6141,351,2430,3360,6377,13.4
31129,7695,513,1290,5892,6923,12.5
31131,19255,1379,5942,11934,19731,9.5
31131,6955,194,1282,5479,7742,9.5
31131,10134,364,1448,8322,9550,9.5
31133,3708,99,646,2963,3847,15.4
31133,5000,210,1303,3487,4631,15.4
31135,8135,201,873,7061,7685,10.6
31137,4765,141,688,3936,6782,9.2
31137,17349,817,1997,14535,15438,9.2
31137,4575,166,944,3465,4830,9.2
31137,4091,247,10,3834,4097,9.2
31139,3716,198,368,3150,3485,9.6
31139,8863,255,1267,7341,8368,9.6
31139,5370,283,759,4328,5441,9.6
31141,44686,2447,17268,24971,73207,9
31141,4844,211,952,3681,4476,9
31141,10796,427,1550,8819,11587,9
31141,8514,2046,221,6247,8056,9
31143,4511,101,724,3686,4601,8
31143,6666,229,1056,5381,15717,8
31143,6062,211,818,5033,5849,8
31143,7254,321,847,6086,6360,8
31145,6631,252,737,5642,5750,10.7
31145,16529,961,6876,8692,17578,10.7
31147,12916,844,2021,10051,11975,12.4
31147,9092,373,1310,7409,9119,12.4
31149,4278,170,495,3613,3874,13.8
31151,25495,1942,10287,13266,35769,11.5
31151,3482,191,424,2867,3427,11.5
31151,5750,288,561,4901,4577,11.5
31151,7798,338,1032,6428,7195,11.5
31155,11919,454,3401,8064,10194,7.4
31155,4799,260,943,3596,4469,7.4
31155,5879,219,844,4816,4619,7.4
31155,14369,969,2152,11248,12928,7.4
31155,6966,229,2864,3873,6275,7.4
31157,22312,1541,11356,9415,21422,15.9
31157,3680,383,2742,555,3891,15.9
31157,8949,557,5051,3341,8950,15.9
31157,5969,365,1542,4062,5831,15.9
31157,39955,3464,17065,19426,55843,15.9
31157,12029,4938,1461,5630,12000,15.9
31159,9231,310,2500,6421,8620,7.9
31159,19714,835,3335,15544,18187,7.9
31159,9420,432,1333,7655,9011,7.9
31159,7476,621,659,6196,7524,7.9
31161,3300,143,1368,1789,2834,16.2
31161,10216,668,2088,7460,11645,16.2
31163,2565,115,300,2150,2539,12.3
31163,6022,237,873,4912,5328,12.3
31165,3011,25,322,2664,2957,15.5
31167,6662,324,1195,5143,6293,7.6
31169,4573,248,841,3484,4829,11.2
31169,5147,147,736,4264,4699,11.2
31169,8511,375,919,7217,9740,11.2
31171,2501,79,381,2041,2602,13.9
31173,10621,4660,5501,460,14358,25.3
31173,6265,287,1044,4934,5642,25.3
31173,8167,2590,3708,1869,6960,25.3
31173,18484,10017,7147,1320,15675,25.3
31175,2908,101,1033,1774,2972,11.6
31175,10136,478,1454,8204,8458,11.6
31177,9194,342,1326,7526,9728,7
31177,26805,1435,4256,21114,24526,7
31177,9015,318,3393,5304,11800,7
31181,5655,229,1495,3931,5337,12.9
31181,4903,237,816,3850,4171,12.9
31183,2370,120,296,1954,2495,11.4
31185,4252,207,1437,2608,4189,10.5
31185,20112,1140,4057,14915,17873,10.5
31185,5932,242,1008,4682,5522,10.5
32510,87645,8885,61670,17090,87193,13
36119,610386,43539,346918,219929,602650,10
36119,129597,2434,13623,113540,146946,10
36119,108655,1046,17104,90505,106896,10
36119,47729,360,3792,43577,47198,10
36119,75986,1117,12365,62504,72654,10
36119,44847,360,9874,34613,44728,10
36119,43305,606,8660,34039,43143,10
36119,82920,943,15606,66371,78601,10
36119,58383,460,7795,50128,55871,10
36119,64527,607,12402,51518,72426,10
36119,54070,544,7271,46255,56536,10
36119,69140,1823,16667,50650,66870,10
36119,33403,729,5456,27218,30086,10
36119,109720,1666,8244,99810,108655,10
36119,44569,396,10043,34130,47939,10
36119,132791,2210,15322,115259,133305,10
36119,29466,285,3627,25554,24662,10
36119,48078,564,9261,38253,47170,10
36119,251488,12639,115052,123797,258231,10
36119,120176,1152,15057,103967,115497,10
36119,259612,8527,62834,188251,252784,10
36119,40945,483,5434,35028,39571,10
36119,124808,3344,36250,85214,122312,10
36119,50432,489,8211,41732,49738,10
36119,89117,3932,48195,36990,84652,10
36119,72233,812,11976,59445,69344,10
36119,48322,502,11392,36428,50382,10
36119,95104,5887,30460,58757,92819,10
36119,85426,873,6574,77979,81018,10
36119,39897,607,5002,34288,37932,10
36119,42766,563,5578,36625,44455,10
36119,150992,929,11110,138953,143783,10
36119,90086,1372,20997,67717,85420,10
36119,74619,2040,19266,53313,77428,10
36119,32408,541,5838,26029,29764,10
36119,222833,5976,44368,172489,224980,10
36119,160192,2911,62078,95203,154151,10
36119,99293,1343,29942,68008,93770,10
36119,58072,487,11340,46245,55417,10
36119,88854,607,7418,80829,83864,10
36101,30686,2028,20919,7739,33510,13.2
36101,14668,567,10353,3748,11866,13.2
36101,34799,2030,24610,8159,31435,13.2
36101,22381,944,16820,4617,19955,13.2
36101,23188,1085,17110,4993,22526,13.2
36101,116775,3861,52775,60139,106607,13.2
36101,39529,3943,28327,7259,34957,13.2
36101,10429,231,7103,3095,9731,13.2
